timestamp,hour_step,type,sender_vpa,receiver_vpa,amount,device_id,location,ip_address,wallet_age_days,merchant_category,is_fraud,fraud_subtype
2026-01-01 01:00:00,1,COLLECT_REQUEST,tanvi637@ybl,meera41@okaxis,1499.16,DEV-5BS3VOPP,Kochi,128.87.197.34,184,N/A,0,
2026-01-01 01:00:00,1,P2P_TRANSFER,aditya407@okaxis,ishaan800@ybl,7980.11,DEV-9FLJO6QV,Patna,70.186.100.34,1088,N/A,0,
2026-01-01 01:00:00,1,P2P_TRANSFER,ananya591@okhdfcbank,saanvi336@paytm,618.84,DEV-WE46XAAD,Kochi,90.21.36.24,855,N/A,0,
2026-01-01 01:00:00,1,P2P_TRANSFER,vivaan875@ybl,ananya240@okhdfcbank,1545.91,DEV-JB168TMY,Nagpur,211.57.58.84,381,N/A,0,
2026-01-01 01:00:00,1,QR_SCAN,dev857@oksbi,merchant@paytm,3635.48,DEV-5R3TQ8MD,Kochi,207.78.155.72,1456,Education,0,
2026-01-01 01:00:00,1,P2P_TRANSFER,ishaan166@okaxis,isha820@okhdfcbank,42198.05,DEV-J63HW22Z,Chennai,69.66.84.204,1218,N/A,0,
2026-01-01 01:00:00,1,BILL_PAYMENT,saanvi70@okhdfcbank,merchant@paytm,507.21,DEV-46ATNTKR,Kolkata,175.229.66.229,143,Travel,0,
2026-01-01 01:00:00,1,P2P_TRANSFER,tanvi983@okaxis,vivaan921@ybl,793.06,DEV-BKQG7746,Mumbai,205.199.141.107,98,N/A,0,
2026-01-01 01:00:00,1,BILL_PAYMENT,riya957@paytm,merchant@paytm,412.93,DEV-HGW5F6Y1,Kolkata,74.120.87.69,334,Travel,0,
2026-01-01 01:00:00,1,P2M_PAYMENT,ishaan173@okaxis,merchant@paytm,3489.08,DEV-XMM1BH3T,Kanpur,162.188.32.120,820,Grocery,0,
2026-01-01 01:00:00,1,COLLECT_REQUEST,rohan68@okicici,aryan371@oksbi,3269.83,DEV-271HESSW,Surat,158.27.187.101,929,N/A,0,
2026-01-01 01:00:00,1,QR_SCAN,dev168@okicici,merchant@paytm,27875.13,DEV-QHIODILH,Indore,126.27.131.3,605,Grocery,0,
2026-01-01 01:00:00,1,RECHARGE,ishaan553@oksbi,merchant@paytm,2951.63,DEV-KM653OOV,Chennai,90.115.88.130,321,Utility_Bill,0,
2026-01-01 01:00:00,1,P2P_TRANSFER,aryan598@okhdfcbank,saanvi797@paytm,2078.29,DEV-0V4HU270,Delhi,76.176.83.26,590,N/A,0,
2026-01-01 01:00:00,1,QR_SCAN,diya851@oksbi,merchant@paytm,5684.9,DEV-5I97BFYR,Patna,207.97.83.219,1377,Government_Payment,0,
2026-01-01 01:00:00,1,QR_SCAN,aditya666@okhdfcbank,merchant@paytm,3875.59,DEV-H19VVZ7C,Mumbai,203.161.72.180,1305,Utility_Bill,0,
2026-01-01 01:00:00,1,P2P_TRANSFER,meera427@okhdfcbank,rohan735@okicici,344.68,DEV-LT2KG5EF,Nagpur,57.40.177.72,1358,N/A,0,
2026-01-01 01:00:00,1,QR_SCAN,saanvi542@paytm,merchant@paytm,573.04,DEV-RG870SB9,Mumbai,100.96.214.113,721,Utility_Bill,0,
2026-01-01 01:00:00,1,P2M_PAYMENT,vivaan316@ybl,merchant@paytm,41518.36,DEV-YQ9OW450,Kolkata,28.218.236.146,581,Fuel,0,
2026-01-01 01:00:00,1,BILL_PAYMENT,aditya62@paytm,merchant@paytm,4245.91,DEV-7EBMQOCA,Pune,156.252.73.68,35,Restaurant,0,
2026-01-01 01:00:00,1,QR_SCAN,meera546@okhdfcbank,merchant@paytm,981.02,DEV-NJ1Z820C,Nagpur,145.139.62.28,760,Education,0,
2026-01-01 01:00:00,1,QR_SCAN,aarav214@oksbi,merchant@paytm,704.03,DEV-R6VTB9KO,Indore,156.154.188.65,686,E-commerce,0,
2026-01-01 01:00:00,1,P2M_PAYMENT,aryan538@ybl,merchant@paytm,1252.36,DEV-YALD710Q,Kanpur,187.84.221.105,1016,Electronics,0,
2026-01-01 01:00:00,1,QR_SCAN,aditya748@paytm,merchant@paytm,1336.92,DEV-1T0OYPKB,Nagpur,117.76.97.109,173,Fuel,0,
2026-01-01 01:00:00,1,BILL_PAYMENT,dev110@okicici,merchant@paytm,8328.53,DEV-NR1V1ZN5,Kochi,61.240.66.175,1297,Travel,0,
2026-01-01 01:00:00,1,COLLECT_REQUEST,dev387@ybl,ishaan166@okaxis,26455.02,DEV-7HZN540W,Lucknow,220.47.179.190,654,N/A,0,
2026-01-01 01:00:00,1,RECHARGE,isha592@oksbi,merchant@paytm,2858.72,DEV-S7KQZ1YQ,Indore,141.110.139.150,1217,Electronics,0,
2026-01-01 01:00:00,1,P2P_TRANSFER,dev92@paytm,dev296@okaxis,5732.02,DEV-1RZ8JJM3,Bengaluru,36.119.83.167,163,N/A,0,
2026-01-01 01:00:00,1,QR_SCAN,aditya382@ybl,merchant@paytm,353.14,DEV-GF73N9F8,Bhopal,90.82.163.71,1200,Education,0,
2026-01-01 01:00:00,1,RECHARGE,diya212@paytm,merchant@paytm,12483.78,DEV-1ENMW8MW,Hyderabad,121.144.43.172,310,Electronics,0,
2026-01-01 01:00:00,1,COLLECT_REQUEST,dev663@ybl,rohan469@paytm,36595.44,DEV-QP72T4YU,Chandigarh,60.241.86.249,182,N/A,0,
2026-01-01 01:00:00,1,P2M_PAYMENT,aditya69@okhdfcbank,merchant@paytm,14412.75,DEV-GYLENQWF,Kochi,16.175.32.69,164,Electronics,0,
2026-01-01 01:00:00,1,P2P_TRANSFER,rohan714@paytm,vivaan25@oksbi,1389.91,DEV-KCP41YB6,Lucknow,166.143.188.114,224,N/A,0,
2026-01-01 01:00:00,1,P2M_PAYMENT,meera346@okaxis,merchant@paytm,5947.53,DEV-R88U3DXX,Kolkata,165.189.23.105,1319,Education,0,
2026-01-01 01:00:00,1,P2P_TRANSFER,dev350@ybl,aryan824@oksbi,5716.9,DEV-ELQ6PMZD,Ahmedabad,63.104.241.184,439,N/A,0,
2026-01-01 01:00:00,1,P2P_TRANSFER,dev969@oksbi,vivaan972@okaxis,4597.31,DEV-7LEGV9WA,Chennai,203.68.64.29,1007,N/A,0,
2026-01-01 01:00:00,1,COLLECT_REQUEST,ananya508@paytm,dev225@paytm,6156.72,DEV-0WZQXW7D,Mumbai,75.246.214.88,536,N/A,0,
2026-01-01 01:00:00,1,RECHARGE,dev221@oksbi,merchant@paytm,1258.81,DEV-4EIETJ6U,Kolkata,29.136.173.59,162,Government_Payment,0,
2026-01-01 01:00:00,1,P2M_PAYMENT,ishaan258@okhdfcbank,merchant@paytm,2303.69,DEV-3M1XGB1B,Kolkata,181.181.49.174,620,Government_Payment,0,
2026-01-01 01:00:00,1,P2P_TRANSFER,vivaan678@ybl,meera434@ybl,6468.28,DEV-W2KULLKF,Chandigarh,167.186.222.9,1478,N/A,0,
2026-01-01 01:00:00,1,BILL_PAYMENT,dev205@okhdfcbank,merchant@paytm,14871.62,DEV-MG9D80A7,Bengaluru,121.248.79.75,936,Fuel,0,
2026-01-01 01:00:00,1,QR_SCAN,ananya556@ybl,merchant@paytm,6166.1,DEV-0ZKE835O,Kolkata,132.53.227.132,697,Grocery,0,
2026-01-01 01:00:00,1,QR_SCAN,vivaan413@okicici,merchant@paytm,2142.69,DEV-L1Q9RVSF,Bhopal,151.211.217.222,684,Healthcare,0,
2026-01-01 01:00:00,1,QR_SCAN,kabir645@okaxis,merchant@paytm,7843.9,DEV-RK7RZ6K4,Bengaluru,59.196.243.15,173,Electronics,0,
2026-01-01 01:00:00,1,BILL_PAYMENT,tanvi923@paytm,merchant@paytm,11228.74,DEV-MN9TWN7G,Lucknow,190.44.130.120,570,Travel,0,
2026-01-01 01:00:00,1,P2M_PAYMENT,diya93@paytm,merchant@paytm,2368.71,DEV-YJCVOHAJ,Kochi,30.226.207.169,351,Utility_Bill,0,
2026-01-01 01:00:00,1,QR_SCAN,aryan732@ybl,merchant@paytm,367.07,DEV-V22W1YH6,Bengaluru,223.32.23.144,177,Education,0,
2026-01-01 01:00:00,1,P2P_TRANSFER,kabir814@oksbi,ananya266@okicici,1847.02,DEV-CJOJZ5K9,Bengaluru,38.126.1.179,213,N/A,0,
2026-01-01 01:00:00,1,QR_SCAN,dev239@ybl,merchant@paytm,1995.72,DEV-5F1YUPM8,Nagpur,71.235.23.132,8,Fuel,0,
2026-01-01 01:00:00,1,QR_SCAN,vivaan641@okicici,merchant@paytm,35577.6,DEV-MDUYH2W9,Bhopal,111.77.55.8,1236,Grocery,0,
2026-01-01 01:00:00,1,P2P_TRANSFER,aditya614@oksbi,vivaan311@oksbi,883.71,DEV-6E3TFSK2,Delhi,46.36.107.167,645,N/A,0,
2026-01-01 01:00:00,1,P2P_TRANSFER,meera433@okaxis,tanvi902@okaxis,1277.69,DEV-H1WA50F5,Indore,90.167.41.75,1119,N/A,0,
2026-01-01 01:00:00,1,COLLECT_REQUEST,aditya262@okicici,dev845@oksbi,3671.2,DEV-ZGJ0Z1G2,Lucknow,190.74.253.145,47,N/A,0,
2026-01-01 01:00:00,1,QR_SCAN,diya644@oksbi,merchant@paytm,4665.99,DEV-31DR3NDY,Kanpur,220.87.150.31,313,Electronics,0,
2026-01-01 01:00:00,1,QR_SCAN,isha529@oksbi,merchant@paytm,888.41,DEV-67YYKL4R,Mumbai,159.225.196.123,155,Restaurant,0,
2026-01-01 01:00:00,1,P2P_TRANSFER,tanvi721@okaxis,saanvi939@ybl,2732.81,DEV-9HNUNHLK,Surat,195.149.246.211,1179,N/A,0,
2026-01-01 01:00:00,1,P2M_PAYMENT,vivaan515@oksbi,merchant@paytm,10821.67,DEV-OAFZDY5D,Delhi,210.60.250.110,1405,E-commerce,0,
2026-01-01 01:00:00,1,P2P_TRANSFER,ananya139@okicici,ananya96@oksbi,9603.92,DEV-2U5QH1PT,Nagpur,146.117.97.215,697,N/A,0,
2026-01-01 01:00:00,1,COLLECT_REQUEST,meera409@ybl,tanvi151@oksbi,699.57,DEV-PPB7V5G2,Mumbai,122.139.222.120,1273,N/A,0,
2026-01-01 01:00:00,1,P2P_TRANSFER,isha565@okhdfcbank,aryan924@okaxis,2342.3,DEV-0MHXBOH5,Kanpur,88.178.17.41,135,N/A,0,
2026-01-01 01:00:00,1,QR_SCAN,meera728@oksbi,merchant@paytm,466.68,DEV-JO5OKHF2,Lucknow,95.70.3.61,1409,Grocery,0,
2026-01-01 01:00:00,1,P2P_TRANSFER,saanvi993@paytm,saanvi690@okaxis,21066.98,DEV-YXH2NVSA,Jaipur,83.70.114.181,1302,N/A,0,
2026-01-01 01:00:00,1,P2P_TRANSFER,riya758@okhdfcbank,saanvi886@oksbi,6415.07,DEV-3QEO7P58,Chennai,90.117.17.15,1350,N/A,0,
2026-01-01 01:00:00,1,COLLECT_REQUEST,aarav976@okaxis,ananya841@okhdfcbank,1192.25,DEV-MD6T5Y7F,Hyderabad,38.82.228.123,456,N/A,0,
2026-01-01 01:00:00,1,P2P_TRANSFER,dev845@oksbi,riya579@oksbi,2403.77,DEV-V02AVD1C,Lucknow,34.239.16.142,389,N/A,0,
2026-01-01 02:00:00,2,P2P_TRANSFER,tanvi419@ybl,saanvi824@ybl,2354.46,DEV-0NR53F55,Lucknow,94.132.189.222,910,N/A,0,
2026-01-01 02:00:00,2,P2P_TRANSFER,isha287@oksbi,vivaan723@paytm,2956.51,DEV-M3TC2SCY,Patna,139.12.30.68,790,N/A,0,
2026-01-01 02:00:00,2,P2P_TRANSFER,kabir385@okaxis,aryan699@paytm,1267.8,DEV-RXDGNRIA,Indore,31.144.235.219,1087,N/A,0,
2026-01-01 02:00:00,2,QR_SCAN,navya20@okhdfcbank,merchant@paytm,979.69,DEV-BM1SW42K,Surat,17.184.131.86,130,Government_Payment,0,
2026-01-01 02:00:00,2,RECHARGE,aditya175@okaxis,merchant@paytm,12088.13,DEV-9XAVB720,Nagpur,201.81.44.197,1289,Restaurant,0,
2026-01-01 02:00:00,2,QR_SCAN,ananya140@okhdfcbank,merchant@paytm,1025.42,DEV-06F37YH2,Kolkata,88.82.34.30,1064,E-commerce,0,
2026-01-01 02:00:00,2,P2P_TRANSFER,kabir469@ybl,aditya647@okaxis,1320.85,DEV-PVCF4US3,Kolkata,205.201.130.248,488,N/A,0,
2026-01-01 02:00:00,2,COLLECT_REQUEST,tanvi230@okhdfcbank,riya922@okicici,3635.2,DEV-XGRS3QQX,Delhi,145.22.25.141,540,N/A,0,
2026-01-01 02:00:00,2,P2M_PAYMENT,ananya547@oksbi,merchant@paytm,1104.8,DEV-IDBSLD39,Indore,57.233.240.84,20,Grocery,0,
2026-01-01 02:00:00,2,BILL_PAYMENT,dev510@oksbi,merchant@paytm,478.65,DEV-X9CW2LME,Kanpur,40.69.61.114,1430,Healthcare,0,
2026-01-01 02:00:00,2,P2M_PAYMENT,vivaan813@okaxis,merchant@paytm,2026.9,DEV-K6GS0JVC,Kochi,196.255.5.151,469,Electronics,0,
